Product ID,Location,Risk Score,Backorder Risk,Distribution Center
10029515,Japan,High,56,Center F
10029525,Japan,High,53,Center F
10029535,Japan,High,73,Center F
10029545,Japan,High,79,Center F
10029555,Japan,High,81,Center F
10029565,Japan,High,75,Center F
10029575,Japan,High,81,Center F
10029585,Japan,High,63,Center F
10029595,Japan,High,68,Center F
10029605,Japan,High,61,Center F
10029615,Japan,High,64,Center F
10029625,Japan,High,74,Center F
10029635,Japan,High,59,Center F
10029645,Japan,High,63,Center F
10029655,Japan,High,89,Center F
10029665,Japan,High,74,Center F
10029675,Japan,High,76,Center F
10029685,Japan,High,73,Center F
10029695,Japan,High,73,Center F
10029705,Japan,High,58,Center F
10029715,Japan,High,89,Center F
10029725,Japan,High,80,Center F
10029735,Japan,High,68,Center F
10029745,Japan,High,83,Center F
10029755,Japan,High,53,Center F
10029765,Japan,High,94,Center F
10029775,Japan,High,77,Center F
10029785,Japan,High,69,Center F
10029795,Japan,High,70,Center F
10029805,Japan,High,84,Center F
10029815,Japan,High,77,Center F
10029825,Japan,High,65,Center F
10029835,Japan,High,63,Center F
10029845,Japan,High,63,Center F
10029855,Japan,High,80,Center F
10029865,Japan,High,83,Center F
10029875,Japan,High,59,Center F
10029885,Japan,High,91,Center F
10029895,Japan,High,71,Center F
10029905,Japan,High,54,Center F
10029915,Japan,High,93,Center F
10029925,Japan,High,89,Center F
10029935,Japan,High,66,Center F
10029945,Japan,High,64,Center F
10029955,Japan,High,57,Center F
10029965,Japan,High,78,Center F
10029975,Japan,High,72,Center F
10029985,Japan,High,90,Center F
10029995,Japan,High,71,Center F
10030005,Japan,High,67,Center F
10030015,Japan,High,85,Center F
10030025,Japan,High,92,Center F
10030035,Japan,High,59,Center F
10030045,Japan,High,69,Center F
10030055,Japan,High,92,Center F
10030065,Japan,High,68,Center F
10030075,Japan,High,72,Center F
10030085,Japan,High,72,Center F
10030095,Japan,High,68,Center F
10030105,Japan,High,92,Center F
10030115,Japan,High,62,Center F
10030125,Japan,High,65,Center F
10030135,Japan,High,64,Center F
10030145,Japan,High,94,Center F
10030155,Japan,High,79,Center F
10030165,Japan,High,51,Center F
10030175,Japan,High,55,Center F
10030185,Japan,High,90,Center F
10030195,Japan,High,89,Center F
10030205,Japan,High,88,Center F
10030215,Japan,High,84,Center F
10030225,Japan,High,76,Center F
10030235,Japan,High,94,Center F
10030245,Japan,High,52,Center F
10030255,Japan,High,69,Center F
10030265,Japan,High,62,Center F
10030275,Japan,High,68,Center F
10030285,Japan,High,68,Center F
10030295,Japan,High,85,Center F
10030305,Japan,High,88,Center F
10030315,Japan,High,62,Center F
10030325,Japan,High,53,Center F
10030335,Japan,High,82,Center F
10030345,Japan,High,59,Center F
10030355,Japan,High,64,Center F
10030365,Japan,High,81,Center F
10030375,Japan,High,70,Center F
10030385,Japan,High,95,Center F
10030395,Japan,High,52,Center F
10030405,Japan,High,77,Center F
10030415,Japan,High,54,Center F
10030425,Japan,High,59,Center F
10030435,Japan,High,53,Center F
10030445,Japan,High,83,Center F
10030455,Japan,High,51,Center F
10030465,Japan,High,66,Center F
10030475,Japan,High,72,Center F
10030485,Japan,High,51,Center F
10030495,Japan,High,80,Center F
10030505,Japan,High,88,Center F
10030515,Japan,High,57,Center F
10030525,Japan,High,84,Center F
10030535,Japan,High,69,Center F
10030545,Japan,High,60,Center F
10030555,Japan,High,55,Center F
10030565,Japan,High,93,Center F
10030575,Japan,High,64,Center F
10030585,Japan,High,77,Center F
10030595,Japan,High,74,Center F
10030605,Japan,High,52,Center F
10030615,Japan,High,59,Center F
10030625,Japan,High,53,Center F
10030635,Japan,High,54,Center F
10030645,Japan,High,53,Center F
10030655,Japan,High,77,Center F
10030665,Japan,High,77,Center F
10030675,Japan,High,85,Center F
10030685,Japan,High,82,Center F
10030695,Japan,High,78,Center F
10030705,Japan,High,65,Center F
10030715,Japan,High,68,Center F
10030725,Japan,High,75,Center F
10030735,Japan,High,94,Center F
10030745,Japan,High,67,Center F
10030755,Japan,High,89,Center F
10030765,Japan,High,85,Center F
10030775,Japan,High,62,Center F
10030785,Japan,High,91,Center F
10030795,Japan,High,81,Center F
10030805,Japan,High,81,Center F
10030815,Japan,High,63,Center F
10030825,Japan,High,64,Center F
10030835,Japan,High,93,Center F
10030845,Japan,High,51,Center F
10030855,Japan,High,54,Center F
10030865,Japan,High,93,Center F
10030875,Japan,High,53,Center F
10030885,Japan,High,95,Center F
10030895,Japan,High,57,Center F
10030905,Japan,High,72,Center F
10030915,Japan,High,72,Center F
10030925,Japan,High,64,Center F
10030935,Japan,High,90,Center F
10030945,Japan,High,66,Center F
10030955,Japan,High,63,Center F
10030965,Japan,High,51,Center F
10030975,Japan,High,66,Center F
10030985,Japan,High,84,Center F
10030995,Japan,High,53,Center F
10031005,Japan,High,69,Center F
10031015,Japan,High,59,Center F
10031025,Japan,High,93,Center F
10031035,Japan,High,75,Center F
10031045,Japan,High,57,Center F
10031055,Japan,High,94,Center F
10031065,Japan,High,58,Center F
10031075,Japan,High,64,Center F
10031085,Japan,High,60,Center F
10031095,Japan,High,68,Center F
10031105,Japan,High,67,Center F
10031115,Japan,High,60,Center F
10031125,Japan,High,88,Center F
10031135,Japan,High,90,Center F
10031145,Japan,High,92,Center F
10031155,Japan,High,58,Center F
10031165,Japan,High,85,Center F
10031175,Japan,High,88,Center F
10031185,Japan,High,92,Center F
10031195,Japan,High,92,Center F
10031205,Japan,High,59,Center F
10031215,Japan,High,68,Center F
10031225,Japan,High,66,Center F
10031235,Japan,High,89,Center F
10031245,Japan,High,91,Center F
10031255,Japan,High,92,Center F
10031265,Japan,High,88,Center F
10031275,Japan,High,61,Center F
10031285,Japan,High,74,Center F
10031295,Japan,High,91,Center F
10031305,Japan,High,69,Center F
10031315,Japan,High,78,Center F
10031325,Japan,High,55,Center F
10031335,Japan,High,78,Center F
10031345,Japan,High,65,Center F
10031355,Japan,High,58,Center F
10031365,Japan,High,79,Center F
10031375,Japan,High,78,Center F
10031385,Japan,High,91,Center F
10031395,Japan,High,63,Center F
10031405,Japan,High,59,Center F
10031415,Japan,High,81,Center F
10031425,Japan,High,66,Center F
10031435,Japan,High,57,Center F
10031445,Japan,High,54,Center F
10031455,Japan,High,80,Center F
10031465,Japan,High,52,Center F
10031475,Japan,High,80,Center F
10031485,Japan,High,85,Center F
10031495,Japan,High,75,Center F
10045215,Japan,High,53,Center F
10022301,Greater China,High,95,Center B
10022311,Greater China,High,71,Center B
10022321,Greater China,High,88,Center B
10022331,Greater China,High,84,Center B
10022341,Greater China,High,52,Center B
10022351,Greater China,High,88,Center B
10022361,Greater China,High,91,Center B
10022371,Greater China,High,54,Center B
10022381,Greater China,High,53,Center B
10022391,Greater China,High,94,Center B
10022401,Greater China,High,65,Center B
10022411,Greater China,High,72,Center B
10022421,Greater China,High,76,Center B
10022431,Greater China,High,54,Center B
10022441,Greater China,High,81,Center B
10022451,Greater China,High,86,Center B
10022461,Greater China,High,74,Center B
10022471,Greater China,High,76,Center B
10022481,Greater China,High,93,Center B
10022491,Greater China,High,81,Center B
10022501,Greater China,High,83,Center B
10022511,Greater China,High,66,Center B
10022521,Greater China,High,61,Center B
10022531,Greater China,High,92,Center B
10022541,Greater China,High,67,Center B
10022551,Greater China,High,73,Center B
10022561,Greater China,High,90,Center B
10022571,Greater China,High,63,Center B
10022581,Greater China,High,57,Center B
10022591,Greater China,High,88,Center B
10022601,Greater China,High,91,Center B
10022611,Greater China,High,69,Center B
10022621,Greater China,High,61,Center B
10022631,Greater China,High,78,Center B
10022641,Greater China,High,62,Center B
10022651,Greater China,High,95,Center B
10022661,Greater China,High,83,Center B
10022671,Greater China,High,57,Center B
10022681,Greater China,High,82,Center B
10022691,Greater China,High,78,Center B
10022701,Greater China,High,68,Center B
10022711,Greater China,High,51,Center B
10022721,Greater China,High,69,Center B
10022731,Greater China,High,63,Center B
10022741,Greater China,High,82,Center B
10022751,Greater China,High,76,Center B
10022761,Greater China,High,74,Center B
10022771,Greater China,High,91,Center B
10022781,Greater China,High,71,Center B
10022791,Greater China,High,93,Center B
10022801,Greater China,High,63,Center B
10022811,Greater China,High,84,Center B
10022821,Greater China,High,81,Center B
10022831,Greater China,High,55,Center B
10022841,Greater China,High,79,Center B
10022851,Greater China,High,78,Center B
10022861,Greater China,High,93,Center B
10022871,Greater China,High,60,Center B
10022881,Greater China,High,55,Center B
10022891,Greater China,High,54,Center B
10022901,Greater China,High,69,Center B
10022911,Greater China,High,59,Center B
10022921,Greater China,High,56,Center B
10022931,Greater China,High,54,Center B
10022941,Greater China,High,73,Center B
10022951,Greater China,High,71,Center B
10022961,Greater China,High,85,Center B
10022971,Greater China,High,73,Center B
10022981,Greater China,High,63,Center B
10022991,Greater China,High,95,Center B
10023001,Greater China,High,86,Center B
10023011,Greater China,High,70,Center B
10023021,Greater China,High,76,Center B
10023031,Greater China,High,64,Center B
10023041,Greater China,High,59,Center B
10023051,Greater China,High,58,Center B
10023061,Greater China,High,80,Center B
10023071,Greater China,High,55,Center B
10023081,Greater China,High,77,Center B
10023091,Greater China,High,82,Center B
10023101,Greater China,High,53,Center B
10023111,Greater China,High,90,Center B
10023121,Greater China,High,76,Center B
10023131,Greater China,High,84,Center B
10023141,Greater China,High,56,Center B
10023151,Greater China,High,67,Center B
10023161,Greater China,High,79,Center B
10023171,Greater China,High,79,Center B
10023181,Greater China,High,86,Center B
10023191,Greater China,High,54,Center B
10023201,Greater China,High,51,Center B
10023211,Greater China,High,89,Center B
10023221,Greater China,High,69,Center B
10023231,Greater China,High,85,Center B
10023241,Greater China,High,71,Center B
10023251,Greater China,High,59,Center B
10023261,Greater China,High,56,Center B
10023271,Greater China,High,68,Center B
10023281,Greater China,High,85,Center B
10023291,Greater China,High,79,Center B
10023301,Greater China,High,87,Center B
10023311,Greater China,High,95,Center B
10023321,Greater China,High,53,Center B
10023331,Greater China,High,87,Center B
10023341,Greater China,High,85,Center B
10023351,Greater China,High,68,Center B
10023361,Greater China,High,61,Center B
10023371,Greater China,High,79,Center B
10023381,Greater China,High,63,Center B
10023391,Greater China,High,86,Center B
10023401,Greater China,High,53,Center B
10023411,Greater China,High,67,Center B
10023421,Greater China,High,67,Center B
10023431,Greater China,High,53,Center B
10023441,Greater China,High,66,Center B
10023451,Greater China,High,63,Center B
10023461,Greater China,High,53,Center B
10023471,Greater China,High,80,Center B
10023481,Greater China,High,83,Center B
10023491,Greater China,High,90,Center B
10023501,Greater China,High,95,Center B
10023511,Greater China,High,51,Center B
10023521,Greater China,High,55,Center B
10023531,Greater China,High,74,Center B
10023541,Greater China,High,84,Center B
10023551,Greater China,High,63,Center B
10023561,Greater China,High,84,Center B
10023571,Greater China,High,62,Center B
10023581,Greater China,High,88,Center B
10023591,Greater China,High,70,Center B
10023601,Greater China,High,79,Center B
10023611,Greater China,High,87,Center B
10023621,Greater China,High,86,Center B
10023631,Greater China,High,58,Center B
10023641,Greater China,High,77,Center B
10023651,Greater China,High,83,Center B
10023661,Greater China,High,86,Center B
10023671,Greater China,High,80,Center B
10023681,Greater China,High,64,Center B
10023691,Greater China,High,83,Center B
10023701,Greater China,High,72,Center B
10023711,Greater China,High,82,Center B
10023721,Greater China,High,94,Center B
10023731,Greater China,High,90,Center B
10023741,Greater China,High,92,Center B
10023751,Greater China,High,68,Center B
10023761,Greater China,High,91,Center B
10023771,Greater China,High,69,Center B
10023781,Greater China,High,73,Center B
10023791,Greater China,High,67,Center B
10023801,Greater China,High,61,Center B
10023811,Greater China,High,95,Center B
10023821,Greater China,High,68,Center B
10023831,Greater China,High,92,Center B
10023841,Greater China,High,94,Center B
10023851,Greater China,High,70,Center B
10023861,Greater China,High,53,Center B
10023871,Greater China,High,61,Center B
10023881,Greater China,High,94,Center B
10023891,Greater China,High,80,Center B
10023901,Greater China,High,55,Center B
10023911,Greater China,High,75,Center B
10023921,Greater China,High,68,Center B
10023931,Greater China,High,77,Center B
10023941,Greater China,High,69,Center B
10023951,Greater China,High,81,Center B
10023961,Greater China,High,92,Center B
10023971,Greater China,High,91,Center B
10023981,Greater China,High,90,Center B
10023991,Greater China,High,75,Center B
10024001,Greater China,High,59,Center B
10024011,Greater China,High,83,Center B
10024021,Greater China,High,62,Center B
10024031,Greater China,High,56,Center B
10024041,Greater China,High,88,Center B
10024051,Greater China,High,58,Center B
10024061,Greater China,High,58,Center B
10024071,Greater China,High,51,Center B
10024081,Greater China,High,54,Center B
10024091,Greater China,High,57,Center B
10024101,Greater China,High,93,Center B
10024111,Greater China,High,70,Center B
10024121,Greater China,High,60,Center B
10024131,Greater China,High,68,Center B
10024141,Greater China,High,68,Center B
10024151,Greater China,High,60,Center B
10024161,Greater China,High,66,Center B
10024171,Greater China,High,87,Center B
10024181,Greater China,High,89,Center B
10024191,Greater China,High,76,Center B
10024201,Greater China,High,85,Center B
10024211,Greater China,High,58,Center B
10024221,Greater China,High,64,Center B
10024231,Greater China,High,94,Center B
10024241,Greater China,High,62,Center B
10024251,Greater China,High,64,Center B
10024261,Greater China,High,92,Center B
10024271,Greater China,High,71,Center B
10024281,Greater China,High,88,Center B
10024291,Greater China,High,82,Center B
10024301,Greater China,High,83,Center B
10024311,Greater China,High,60,Center B
10024321,Greater China,High,56,Center B
10024331,Greater China,High,58,Center B
10024341,Greater China,High,62,Center B
10024351,Greater China,High,93,Center B
10024361,Greater China,High,56,Center B
10024371,Greater China,High,75,Center B
10024381,Greater China,High,72,Center B
10024391,Greater China,High,95,Center B
10024401,Greater China,High,62,Center B
10024411,Greater China,High,90,Center B
10024421,Greater China,High,63,Center B
10024431,Greater China,High,84,Center B
10024441,Greater China,High,82,Center B
10024451,Greater China,High,54,Center B
10024461,Greater China,High,58,Center B
10024471,Greater China,High,52,Center B
10024481,Greater China,High,86,Center B
10024491,Greater China,High,53,Center B
10024501,Greater China,High,72,Center B
10024511,Greater China,High,55,Center B
10024521,Greater China,High,81,Center B
10024531,Greater China,High,90,Center B
10024541,Greater China,High,74,Center B
10024551,Greater China,High,67,Center B
10024561,Greater China,High,78,Center B
10024571,Greater China,High,92,Center B
10024581,Greater China,High,85,Center B
10024591,Greater China,High,77,Center B
10024601,Greater China,High,62,Center B
10024611,Greater China,High,63,Center B
10024621,Greater China,High,56,Center B
10024631,Greater China,High,87,Center B
10024641,Greater China,High,83,Center B
10024651,Greater China,High,78,Center B
10024661,Greater China,High,59,Center B
10024671,Greater China,High,91,Center B
10024681,Greater China,High,87,Center B
10024691,Greater China,High,58,Center B
10024701,Greater China,High,83,Center B
10024711,Greater China,High,64,Center B
10024721,Greater China,High,94,Center B
10024731,Greater China,High,81,Center B
10024741,Greater China,High,80,Center B
10024751,Greater China,High,90,Center B
10024761,Greater China,High,90,Center B
10024771,Greater China,High,65,Center B
10024781,Greater China,High,85,Center B
10024791,Greater China,High,67,Center B
10024801,Greater China,High,56,Center B
10024811,Greater China,High,53,Center B
10024821,Greater China,High,72,Center B
10024831,Greater China,High,76,Center B
10024841,Greater China,High,95,Center B
10024851,Greater China,High,65,Center B
10024861,Greater China,High,54,Center B
10024871,Greater China,High,59,Center B
10024881,Greater China,High,85,Center B
10024891,Greater China,High,78,Center B
10024901,Greater China,High,66,Center B
10024911,Greater China,High,84,Center B
10024921,Greater China,High,78,Center B
10024931,Greater China,High,87,Center B
10024941,Greater China,High,68,Center B
10024951,Greater China,High,75,Center B
10024961,Greater China,High,83,Center B
10024971,Greater China,High,56,Center B
10024981,Greater China,High,61,Center B
10024991,Greater China,High,68,Center B
10025001,Greater China,High,67,Center B
10025011,Greater China,High,90,Center B
10025021,Greater China,High,63,Center B
10025031,Greater China,High,76,Center B
10025041,Greater China,High,54,Center B
10025051,Greater China,High,53,Center B
10025061,Greater China,High,74,Center B
10025071,Greater China,High,82,Center B
10025081,Greater China,High,76,Center B
10025091,Greater China,High,91,Center B
10025101,Greater China,High,51,Center B
10025111,Greater China,High,90,Center B
10025121,Greater China,High,77,Center B
10025131,Greater China,High,90,Center B
10025141,Greater China,High,92,Center B
10025151,Greater China,High,72,Center B
10025161,Greater China,High,63,Center B
10025171,Greater China,High,63,Center B
10025181,Greater China,High,80,Center B
10025191,Greater China,High,87,Center B
10025201,Greater China,High,73,Center B
10025211,Greater China,High,58,Center B
10025221,Greater China,High,59,Center B
10025231,Greater China,High,72,Center B
10025241,Greater China,High,60,Center B
10025251,Greater China,High,85,Center B
10025261,Greater China,High,82,Center B
10025271,Greater China,High,64,Center B
10025281,Greater China,High,61,Center B
10025291,Greater China,High,67,Center B
10025301,Greater China,High,76,Center B
10025311,Greater China,High,82,Center B
10025321,Greater China,High,56,Center B
10025331,Greater China,High,83,Center B
10025341,Greater China,High,68,Center B
10025351,Greater China,High,51,Center B
10025361,Greater China,High,64,Center B
10025371,Greater China,High,69,Center B
10025381,Greater China,High,58,Center B
10025391,Greater China,High,70,Center B
10025401,Greater China,High,60,Center B
10025411,Greater China,High,85,Center B
10025421,Greater China,High,58,Center B
10025431,Greater China,High,94,Center B
10025441,Greater China,High,73,Center B
10025451,Greater China,High,91,Center B
10025461,Greater China,High,55,Center B
10025471,Greater China,High,61,Center B
10025481,Greater China,High,68,Center B
10025491,Greater China,High,59,Center B
10025501,Greater China,High,74,Center B
10025511,Greater China,High,90,Center B
10025521,Greater China,High,81,Center B
10025531,Greater China,High,85,Center B
10025541,Greater China,High,77,Center B
10025551,Greater China,High,54,Center B
10025561,Greater China,High,85,Center B
10025571,Greater China,High,80,Center B
10025581,Greater China,High,94,Center B
10025591,Greater China,High,66,Center B
10025601,Greater China,High,56,Center B
10025611,Greater China,High,78,Center B
10025621,Greater China,High,59,Center B
10025631,Greater China,High,86,Center B
10025641,Greater China,High,90,Center B
10025651,Greater China,High,95,Center B
10025661,Greater China,High,66,Center B
10025671,Greater China,High,70,Center B
10025681,Greater China,High,51,Center B
10025691,Greater China,High,78,Center B
10025701,Greater China,High,84,Center B
10025711,Greater China,High,92,Center B
10025721,Greater China,High,84,Center B
10025731,Greater China,High,64,Center B
10025741,Greater China,High,75,Center B
10025751,Greater China,High,93,Center B
10025761,Greater China,High,73,Center B
10025771,Greater China,High,80,Center B
10025781,Greater China,High,82,Center B
10025791,Greater China,High,83,Center B
10025801,Greater China,High,70,Center B
10025811,Greater China,High,71,Center B
10025821,Greater China,High,65,Center B
10025831,Greater China,High,88,Center B
10025841,Greater China,High,53,Center B
10025851,Greater China,High,53,Center B
10025861,Greater China,High,85,Center B
10025871,Greater China,High,69,Center B
10025881,Greater China,High,56,Center B
10025891,Greater China,High,89,Center B
10025901,Greater China,High,54,Center B
10025911,Greater China,High,54,Center B
10025921,Greater China,High,72,Center B
10025931,Greater China,High,93,Center B
10025941,Greater China,High,67,Center B
10025951,Greater China,High,92,Center B
10025961,Greater China,High,71,Center B
10025971,Greater China,High,69,Center B
10025981,Greater China,High,91,Center B
10025991,Greater China,High,73,Center B
10026001,Greater China,High,88,Center B
10026011,Greater China,High,67,Center B
10026021,Greater China,High,87,Center B
10026031,Greater China,High,79,Center B
10026041,Greater China,High,84,Center B
10026051,Greater China,High,63,Center B
10026061,Greater China,High,67,Center B
10026071,Greater China,High,89,Center B
10026081,Greater China,High,68,Center B
10026091,Greater China,High,51,Center B
10026101,Greater China,High,78,Center B
10026111,Greater China,High,87,Center B
10026121,Greater China,High,53,Center B
10026131,Greater China,High,80,Center B
10026141,Greater China,High,82,Center B
10026151,Greater China,High,66,Center B
10026161,Greater China,High,54,Center B
10026171,Greater China,High,79,Center B
10026181,Greater China,High,73,Center B
10026191,Greater China,High,83,Center B
10026201,Greater China,High,75,Center B
10026211,Greater China,High,88,Center B
10026221,Greater China,High,72,Center B
10026231,Greater China,High,65,Center B
10026241,Greater China,High,63,Center B
10026251,Greater China,High,72,Center B
10026261,Greater China,High,53,Center B
10026271,Greater China,High,79,Center B
10026281,Greater China,High,56,Center B
10026291,Greater China,High,92,Center B
10026301,Greater China,High,87,Center B
10026311,Greater China,High,85,Center B
10026321,Greater China,High,82,Center B
10026331,Greater China,High,74,Center B
10026341,Greater China,High,87,Center B
10026351,Greater China,High,58,Center B
10026361,Greater China,High,56,Center B
10026371,Greater China,High,54,Center B
10026381,Greater China,High,95,Center B
10026391,Greater China,High,65,Center B
10026401,Greater China,High,52,Center B
10026411,Greater China,High,83,Center B
10026421,Greater China,High,55,Center B
10026431,Greater China,High,52,Center B
10026441,Greater China,High,93,Center B
10026451,Greater China,High,87,Center B
10026461,Greater China,High,84,Center B
10026471,Greater China,High,68,Center B
10026481,Greater China,High,89,Center B
10026491,Greater China,High,54,Center B
10026501,Greater China,High,76,Center B
10026511,Greater China,High,63,Center B
10026521,Greater China,High,73,Center B
10026531,Greater China,High,65,Center B
10026541,Greater China,High,67,Center B
10026551,Greater China,High,88,Center B
10026561,Greater China,High,68,Center B
10026571,Greater China,High,95,Center B
10026581,Greater China,High,74,Center B
10026591,Greater China,High,62,Center B
10026601,Greater China,High,78,Center B
10026611,Greater China,High,79,Center B
10026621,Greater China,High,71,Center B
10026631,Greater China,High,73,Center B
10026641,Greater China,High,79,Center B
10026651,Greater China,High,52,Center B
10026661,Greater China,High,65,Center B
10026671,Greater China,High,57,Center B
10026681,Greater China,High,53,Center B
10026691,Greater China,High,75,Center B
10026701,Greater China,High,83,Center B
10026711,Greater China,High,83,Center B
10026721,Greater China,High,87,Center B
10026731,Greater China,High,63,Center B
10026741,Greater China,High,79,Center B
10026751,Greater China,High,93,Center B
10026761,Greater China,High,66,Center B
10026771,Greater China,High,89,Center B
10026781,Greater China,High,51,Center B
10026791,Greater China,High,89,Center B
10026801,Greater China,High,95,Center B
10026811,Greater China,High,71,Center B
10026821,Greater China,High,59,Center B
10026831,Greater China,High,92,Center B
10026841,Greater China,High,63,Center B
10026851,Greater China,High,80,Center B
10026861,Greater China,High,69,Center B
10026871,Greater China,High,91,Center B
10026881,Greater China,High,59,Center B
10026891,Greater China,High,72,Center B
10026901,Greater China,High,93,Center B
10026911,Greater China,High,64,Center B
10026921,Greater China,High,80,Center B
10026931,Greater China,High,82,Center B
10026941,Greater China,High,54,Center B
10026951,Greater China,High,87,Center B
10026961,Greater China,High,77,Center B
10026971,Greater China,High,66,Center B
10026981,Greater China,High,87,Center B
10026991,Greater China,High,93,Center B
10027001,Greater China,High,88,Center B
10027011,Greater China,High,67,Center B
10027021,Greater China,High,79,Center B
10027031,Greater China,High,70,Center B
10027041,Greater China,High,65,Center B
10027051,Greater China,High,60,Center B
10027061,Greater China,High,62,Center B
10027071,Greater China,High,62,Center B
10027081,Greater China,High,57,Center B
10027091,Greater China,High,72,Center B
10027101,Greater China,High,90,Center B
10027111,Greater China,High,84,Center B
10027121,Greater China,High,55,Center B
10027131,Greater China,High,69,Center B
10027141,Greater China,High,62,Center B
10027151,Greater China,High,83,Center B
10027161,Greater China,High,83,Center B
10027171,Greater China,High,75,Center B
10027181,Greater China,High,75,Center B
10027191,Greater China,High,66,Center B
10027201,Greater China,High,53,Center B
10027211,Greater China,High,82,Center B
10027221,Greater China,High,75,Center B
10027231,Greater China,High,94,Center B
10027241,Greater China,High,77,Center B
10027251,Greater China,High,74,Center B
10027261,Greater China,High,93,Center B
10027271,Greater China,High,63,Center B
10027281,Greater China,High,89,Center B
10027291,Greater China,High,90,Center B
10027301,Greater China,High,85,Center B
10027311,Greater China,High,83,Center B
10027321,Greater China,High,84,Center B
10027331,Greater China,High,78,Center B
10027341,Greater China,High,90,Center B
10027351,Greater China,High,64,Center B
10027361,Greater China,High,79,Center B
10027371,Greater China,High,84,Center B
10027381,Greater China,High,64,Center B
10027391,Greater China,High,73,Center B
10027401,Greater China,High,67,Center B
10027411,Greater China,High,78,Center B
10027421,Greater China,High,82,Center B
10027431,Greater China,High,74,Center B
10027441,Greater China,High,71,Center B
10027451,Greater China,High,76,Center B
10027461,Greater China,High,58,Center B
10027471,Greater China,High,81,Center B
10027481,Greater China,High,75,Center B
10022302,Greater China,High,91,Center C
10022312,Greater China,High,66,Center C
10022322,Greater China,High,86,Center C
10022332,Greater China,High,95,Center C
10022342,Greater China,High,57,Center C
10022352,Greater China,High,74,Center C
10022362,Greater China,High,61,Center C
10022372,Greater China,High,68,Center C
10022382,Greater China,High,66,Center C
10022392,Greater China,High,80,Center C
10022402,Greater China,High,59,Center C
10022412,Greater China,High,59,Center C
10022422,Greater China,High,90,Center C
10022432,Greater China,High,62,Center C
10022442,Greater China,High,69,Center C
10022452,Greater China,High,76,Center C
10022462,Greater China,High,95,Center C
10022472,Greater China,High,86,Center C
10022482,Greater China,High,92,Center C
10022492,Greater China,High,90,Center C
10022502,Greater China,High,59,Center C
10022512,Greater China,High,54,Center C
10022522,Greater China,High,82,Center C
10022532,Greater China,High,51,Center C
10022542,Greater China,High,90,Center C
10022552,Greater China,High,55,Center C
10022562,Greater China,High,64,Center C
10022572,Greater China,High,89,Center C
10022582,Greater China,High,78,Center C
10022592,Greater China,High,64,Center C
10022602,Greater China,High,65,Center C
10022612,Greater China,High,54,Center C
10022622,Greater China,High,83,Center C
10022632,Greater China,High,57,Center C
10022642,Greater China,High,51,Center C
10022652,Greater China,High,55,Center C
10022662,Greater China,High,66,Center C
10022672,Greater China,High,79,Center C
10022682,Greater China,High,63,Center C
10022692,Greater China,High,60,Center C
10022702,Greater China,High,70,Center C
10022712,Greater China,High,77,Center C
10022722,Greater China,High,87,Center C
10022732,Greater China,High,83,Center C
10022742,Greater China,High,87,Center C
10022752,Greater China,High,79,Center C
10022762,Greater China,High,63,Center C
10022772,Greater China,High,59,Center C
10022782,Greater China,High,93,Center C
10022792,Greater China,High,75,Center C
10022802,Greater China,High,61,Center C
10022812,Greater China,High,79,Center C
10022822,Greater China,High,79,Center C
10022832,Greater China,High,92,Center C
10022842,Greater China,High,94,Center C
10022852,Greater China,High,71,Center C
10022862,Greater China,High,64,Center C
10022872,Greater China,High,81,Center C
10022882,Greater China,High,56,Center C
10022892,Greater China,High,65,Center C
10022902,Greater China,High,83,Center C
10022912,Greater China,High,93,Center C
10022922,Greater China,High,65,Center C
10022932,Greater China,High,80,Center C
10022942,Greater China,High,51,Center C
10022952,Greater China,High,58,Center C
10022962,Greater China,High,94,Center C
10022972,Greater China,High,52,Center C
10022982,Greater China,High,94,Center C
10022992,Greater China,High,51,Center C
10023002,Greater China,High,87,Center C
10023012,Greater China,High,69,Center C
10023022,Greater China,High,62,Center C
10023032,Greater China,High,94,Center C
10023042,Greater China,High,65,Center C
10023052,Greater China,High,66,Center C
10023062,Greater China,High,80,Center C
10023072,Greater China,High,65,Center C
10023082,Greater China,High,79,Center C
10023092,Greater China,High,51,Center C
10023102,Greater China,High,91,Center C
10023112,Greater China,High,56,Center C
10023122,Greater China,High,83,Center C
10023132,Greater China,High,90,Center C
10023142,Greater China,High,71,Center C
10023152,Greater China,High,68,Center C
10023162,Greater China,High,95,Center C
10023172,Greater China,High,57,Center C
10023182,Greater China,High,62,Center C
10023192,Greater China,High,77,Center C
10023202,Greater China,High,86,Center C
10023212,Greater China,High,59,Center C
10023222,Greater China,High,77,Center C
10023232,Greater China,High,60,Center C
10023242,Greater China,High,52,Center C
10023252,Greater China,High,88,Center C
10023262,Greater China,High,85,Center C
10023272,Greater China,High,52,Center C
10023282,Greater China,High,78,Center C
10023292,Greater China,High,81,Center C
10023302,Greater China,High,69,Center C
10023312,Greater China,High,57,Center C
10023322,Greater China,High,62,Center C
10023332,Greater China,High,60,Center C
10023342,Greater China,High,73,Center C
10023352,Greater China,High,52,Center C
10023362,Greater China,High,65,Center C
10023372,Greater China,High,80,Center C
10023382,Greater China,High,59,Center C
10023392,Greater China,High,66,Center C
10023402,Greater China,High,59,Center C
10023412,Greater China,High,75,Center C
10023422,Greater China,High,65,Center C
10023432,Greater China,High,75,Center C
